Segment_11|SIL/ /E/N/N/U/R_D/A/I/Y/A/ /K/A/N_N/D/U/F/I/R_D/I/P/P/A_A/N/A/ /N/U/T_T/P/A/M/A_A/N/A/ /K/A_E_H/R/U/V/I/X/A/L_L/I/L/ /A/V/A/T_R/R/I/N/ /A/N_G/G/A/T_H/T_H/I/N/A_E_H/R/K/A/L_L/ /A_A/Z_H/N/D_H/A/ /A/K/K/A/R_R/A/I/ /K/A_A/T_T/T_T/I/N/A_A/R/K/A/L_L/ /SIL|SIL/ /E/N/N/U/R_D/A/I/Y/A/ /K/A/N_N/D/U/F/I/R_D/I/P/P/A_A/N/A/ /N/U/T_T/P/A/M/A_A/N/A/ /K/A_E_H/R/U/V/I/X/A/L_L/I/L/ /A/V/A/T_R/R/I/N/ /A/N_G/G/A/T_H/T_H/I/N/A_E_H/R/K/A/L_L/ /A_A/Z_H/N/D_H/A/ /A/K/K/A/R_R/A/I/ /K/A_A/T_T/T_T/I/N/A_A/R/K/A/L_L/ /SIL
Segment_12|SIL/ /S/A_A/D_D/A_A/R/A/N_N/A/ /U/R/U/P/P/E/R/U/K/K/I/ /S/I/L/A/ /A_A/Y/U_I/R/A/M/ /M/A/R_D/A/N_G/G/U/ /M/A/T_T/T_T/U/M/E_E/ /P/E/R/I/D_D/A_A/K/K/I/K/ /K/A_A/T_T/T_T/A/V/A_E_H/L/L/A/ /T_H/A_A/Y/U_I/R/U/N/D_H/A_A/L/U/M/ /A/D_D/U/ /U/Y/U_I/R/I/Y/A_E_H/L/ /V/I/N_C_H/N_C_H/A_A/N/A/T_H/T_H/I/L/ /M/I/X/A/P/ /P/E/R/I/Y/A/ /M/U/N/N/E_E/T_R/T_R/A/T_H/T_H/A/I/K/ /K/O/N_N/D/U/ /V/A_E_H/N/D_H/A/D_D/U/ /SIL|SIL/ /S/A_A/D_D/A_A/R/A/N_N/A/ /U/R/U/P/P/E/R/U/K/K/I/ /S/I/L/A/ /A_A/Y/U_I/R/A/M/ /M/A/R_D/A/N_G/G/U/ /M/A/T_T/T_T/U/M/E_E/ /P/E/R/I/D_D/A_A/K/K/I/K/ /K/A_A/T_T/T_T/A/V/A_E_H/L/L/A/ /T_H/A_A/Y/U_I/R/U/N/D_H/A_A/L/U/M/ /A/D_D/U/ /U/Y/U_I/R/I/Y/A_E_H/L/ /V/I/N_C_H/N_C_H/A_A/N/A/T_H/T_H/I/L/ /M/I/X/A/P/ /P/E/R/I/Y/A/ /M/U/N/N/E_E/T_R/T_R/A/T_H/T_H/A/I/K/ /K/O/N_N/D/U/ /V/A_E_H/N/D_H/A/D_D/U/ /SIL
Segment_13|SIL/ /I/N/D_H/A/T_H/ /T_H/A_A/V/A_E_H/R/A/ /U/R/U/P/P/E/R/U/K/K/I/ /E_X/N_N/N_N/I/R_R/A/I/N/D_H/A/ /T_H/O_O/T_R/T_R/A/N_G/G/A/L_L/A/I/K/ /K/A_A/N_N/A/ /V/A/Z_H/I/ /S/E/Y/K/I/R_R/A/D_D/U/ /SIL|SIL/ /I/N/D_H/A/T_H/ /T_H/A_A/V/A_E_H/R/A/ /U/R/U/P/P/E/R/U/K/K/I/ /E_X/N_N/N_N/I/R_R/A/I/N/D_H/A/ /T_H/O_O/T_R/T_R/A/N_G/G/A/L_L/A/I/K/ /K/A_A/N_N/A/ /V/A/Z_H/I/ /S/E/Y/K/I/R_R/A/D_D/U/ /SIL
Segment_14|SIL/ /E/L/L/A_A/K/ /K/O_O/T_T/P/A_A/R_D/U_I/X/A/L_L/A/I/Y/U/M/ /T_H/A/V/A/R_R/U/D_D/A_E_H/L/A/T_R/R/A/ /T_H/A/V/A/R_R/U/D_D/A_E_H/L/A/T_R/R/A/ /P/A_E_H/R/I/S/O_O/D_D/A_E_H/N/A/I/X/A/L_L/I/N/ /M/U_U/L/A/M/E_E/ /O/P/P/I/T_T/T_T/U/P/ /P/A_A/R/T_H/T_H/U/ /O/P/P/U_I/K/ /K/O/L_L/V/A/D_D/U/ /E/N/D_H/R_R/A/ /M/E_E/L/ /N/A_A/T_T/T_T/A/V/A_E_H/R/I/N/ /M/U/R_R/A/I/ /E/V/V/A/L_L/A/V/U_I/ /P/A_A/R/A_A/T_T/T_T/A/T_H/T_H/A/K/K/A/D_D/U/ /SIL|SIL/ /E/L/L/A_A/K/ /K/O_O/T_T/P/A_A/R_D/U_I/X/A/L_L/A/I/Y/U/M/ /T_H/A/V/A/R_R/U/D_D/A_E_H/L/A/T_R/R/A/ /T_H/A/V/A/R_R/U/D_D/A_E_H/L/A/T_R/R/A/ /P/A_E_H/R/I/S/O_O/D_D/A_E_H/N/A/I/X/A/L_L/I/N/ /M/U_U/L/A/M/E_E/ /O/P/P/I/T_T/T_T/U/P/ /P/A_A/R/T_H/T_H/U/ /O/P/P/U_I/K/ /K/O/L_L/V/A/D_D/U/ /E/N/D_H/R_R/A/ /M/E_E/L/ /N/A_A/T_T/T_T/A/V/A_E_H/R/I/N/ /M/U/R_R/A/I/ /E/V/V/A/L_L/A/V/U_I/ /P/A_A/R/A_A/T_T/T_T/A/T_H/T_H/A/K/K/A/D_D/U/ /SIL
Segment_15|SIL/ /A/N/T_R/A/ /A/N/U/F/A/V/A/C_H/ /S/E/Y/A_E_H/L/ /M/U/R_R/A/I/ /E/N/ /K/I_I/Z_H/A/I/ /N/A_A/T_T/T_T/U/P/ /P/A_E_H/R/A/M/B/A_E_H/R/A/I/C_H/ /S/O/T_H/T_H/A_A/N/A/ /A_A/N/M/A/ /S/O_O/D_D/A_E_H/N/A/I/ /E/N/D_H/R_R/A/ /P/A_E_H/R/I/S/U/R_D/A_E_H/N/ /K/A/I/K/O_O/R/T_H/T_H/U/C_H/ /S/E/N/D_H/R/U/L_L/L_L/A/D_D/U/ /SIL|SIL/ /A/N/T_R/A/ /A/N/U/F/A/V/A/C_H/ /S/E/Y/A_E_H/L/ /M/U/R_R/A/I/ /E/N/ /K/I_I/Z_H/A/I/ /N/A_A/T_T/T_T/U/P/ /P/A_E_H/R/A/M/B/A_E_H/R/A/I/C_H/ /S/O/T_H/T_H/A_A/N/A/ /A_A/N/M/A/ /S/O_O/D_D/A_E_H/N/A/I/ /E/N/D_H/R_R/A/ /P/A_E_H/R/I/S/U/R_D/A_E_H/N/ /K/A/I/K/O_O/R/T_H/T_H/U/C_H/ /S/E/N/D_H/R/U/L_L/L_L/A/D_D/U/ /SIL
Segment_16|SIL/ /E/D_D/A/I/Y/U/M/ /E_X/L_L/I/D_D/I/L/ /N/A/M/B/A_A/D_D/A/V/A_E_H/R/K/A/L_L/U/K/K/U_I/ /E/N/ /T_H/A_A/V/A_E_H/R/A/ /U/R/U/P/P/E/R/U/K/K/I/Y/I/N/ /V/A_E_H/R/A/I/F/A/R_D/A/N_G/G/A/L_L/ /S/O/L/L/U/M/ /K/A/D_D/A/I/X/A/L_L/I/N/ /M/U_U/L/A/M/ /T_H/A_A/V/A_E_H/R/A/ /I/N/A/N_G/G/A/L_L/U/K/K/U_I/M/ /SIL|SIL/ /E/D_D/A/I/Y/U/M/ /E_X/L_L/I/D_D/I/L/ /N/A/M/B/A_A/D_D/A/V/A_E_H/R/K/A/L_L/U/K/K/U_I/ /E/N/ /T_H/A_A/V/A_E_H/R/A/ /U/R/U/P/P/E/R/U/K/K/I/Y/I/N/ /V/A_E_H/R/A/I/F/A/R_D/A/N_G/G/A/L_L/ /S/O/L/L/U/M/ /K/A/D_D/A/I/X/A/L_L/I/N/ /M/U_U/L/A/M/ /T_H/A_A/V/A_E_H/R/A/ /I/N/A/N_G/G/A/L_L/U/K/K/U_I/M/ /SIL
Segment_17|SIL/ /U/N_N/A_E_H/R/V/U_I/M/I/K/K/A/ /N/A_E_H/R/A/M/B/U_I/ /M/A/N_N/D/A_E_H/L/A/N_G/G/A/L_L/U/M/ /M/A/N_N/D/A_E_H/L/A/N_G/G/A/L_L/U/M/ /P/A_E_H/L/A/D_D/A_E_H/R/A/P/P/A/T_T/T_T/A/ /U/N_N/A_E_H/R/C_H/C_H/I/X/A/L_L/U/R_D/A_E_H/N/ /K/U_U/R_D/I/Y/A/ /V/A_A/Z_H/K/K/A/I/Y/U/M/ /U/N_N/D/U/ /E/N/B/A/D_D/U/ /N/U_I/R/U_U/F/I/K/K/A/P/P/A/R_D/U_I/X/I/R_R/A/D_D/U/ /SIL|SIL/ /U/N_N/A_E_H/R/V/U_I/M/I/K/K/A/ /N/A_E_H/R/A/M/B/U_I/ /M/A/N_N/D/A_E_H/L/A/N_G/G/A/L_L/U/M/ /M/A/N_N/D/A_E_H/L/A/N_G/G/A/L_L/U/M/ /P/A_E_H/L/A/D_D/A_E_H/R/A/P/P/A/T_T/T_T/A/ /U/N_N/A_E_H/R/C_H/C_H/I/X/A/L_L/U/R_D/A_E_H/N/ /K/U_U/R_D/I/Y/A/ /V/A_A/Z_H/K/K/A/I/Y/U/M/ /U/N_N/D/U/ /E/N/B/A/D_D/U/ /N/U_I/R/U_U/F/I/K/K/A/P/P/A/R_D/U_I/X/I/R_R/A/D_D/U/ /SIL
Segment_18|SIL/ /T_H/U_U/N_N/D/A/P/P/A/R_D/U_I/M/ /P/O/Z_H/U/D_D/U/ /A/N/B/U_I/ /V/E/R_R/U/P/P/U_I/ /A_A/N/A_E_H/N/D_H/A/M/ /P/A_E_H/Y/A/M/ /I/N/B/A/M/ /V/A_E_H/L/I/ /U/N_N/A_E_H/R/C_H/C_H/I/Y/I/N/ /M/I/X/U/D_D/I/ /M/A_E_H/Y/A/K/K/A/M/ /SIL|SIL/ /T_H/U_U/N_N/D/A/P/P/A/R_D/U_I/M/ /P/O/Z_H/U/D_D/U/ /A/N/B/U_I/ /V/E/R_R/U/P/P/U_I/ /A_A/N/A_E_H/N/D_H/A/M/ /P/A_E_H/Y/A/M/ /I/N/B/A/M/ /V/A_E_H/L/I/ /U/N_N/A_E_H/R/C_H/C_H/I/Y/I/N/ /M/I/X/U/D_D/I/ /M/A_E_H/Y/A/K/K/A/M/ /SIL
Segment_19|SIL/ /I/N/N/U/M/ /K/A/N_N/A/K/K/A/T_R/T_R/A/ /P/A_E_H/L/A/ /T_H/A/X/U/N/D_H/A/ /E/D_D/I/R/ /V/U_I/L_L/A/I/V/U_I/X/A/L_L/ /M/U_I/R/U/X/A/N_G/G/A/L_L/U/K/K/U_I/ /E_E/R_R/P/A/R_D/U_I/V/A/D_D/A/I/P/ /P/O_O/N/D_H/R_R/U/ /T_H/A_A/V/A_E_H/R/A/ /I/N/A/N_G/G/A/L_L/U/K/K/U_I/M/ /U/N_N/D/A_A/X/I/N/D_H/R/A_E_H/N/A/ /SIL|SIL/ /I/N/N/U/M/ /K/A/N_N/A/K/K/A/T_R/T_R/A/ /P/A_E_H/L/A/ /T_H/A/X/U/N/D_H/A/ /E/D_D/I/R/ /V/U_I/L_L/A/I/V/U_I/X/A/L_L/ /M/U_I/R/U/X/A/N_G/G/A/L_L/U/K/K/U_I/ /E_E/R_R/P/A/R_D/U_I/V/A/D_D/A/I/P/ /P/O_O/N/D_H/R_R/U/ /T_H/A_A/V/A_E_H/R/A/ /I/N/A/N_G/G/A/L_L/U/K/K/U_I/M/ /U/N_N/D/A_A/X/I/N/D_H/R/A_E_H/N/A/ /SIL
Segment_20|SIL/ /A/N/T_R/A/ /R/O_O/D_Z/A_A/P/ /P/U_I/D_D/A_E_H/R/U/R_D/A/I/Y/A/ /A/Z_H/A/X/I/N/ /P/E/R/U/M/A/I/Y/A/I/ /N/A_A/N/ /K/O/L_L/L_L/A/I/Y/I/R_D/A_E_H/L/A_A/M/A_A/ /N/A_A/N/ /M/U/R/A/T_T/T_T/U/T_H/T_H/A_E_H/N/A/M/A_A/X/A/P/ /P/A/R_R/I/T_H/T_H/U/ /A/D_D/A_E_H/N/ /P/E/R/U/M/A/I/Y/A/I/K/ /K/U_I/L/A/I/K/K/A_E_H/L/A_A/M/A_A/ /E/N/B/A_A/R/ /SIL|SIL/ /A/N/T_R/A/ /R/O_O/D_Z/A_A/P/ /P/U_I/D_D/A_E_H/R/U/R_D/A/I/Y/A/ /A/Z_H/A/X/I/N/ /P/E/R/U/M/A/I/Y/A/I/ /N/A_A/N/ /K/O/L_L/L_L/A/I/Y/I/R_D/A_E_H/L/A_A/M/A_A/ /N/A_A/N/ /M/U/R/A/T_T/T_T/U/T_H/T_H/A_E_H/N/A/M/A_A/X/A/P/ /P/A/R_R/I/T_H/T_H/U/ /A/D_D/A_E_H/N/ /P/E/R/U/M/A/I/Y/A/I/K/ /K/U_I/L/A/I/K/K/A_E_H/L/A_A/M/A_A/ /E/N/B/A_A/R/ /SIL
Segment_21|SIL/ /N/A/V/I_I/N/A/ /I/L/L/A/M/A_A/X/I/Y/A/ /A/N/T_R/A/ /I/R_D/A/T_H/T_H/I/L/ /K/A_E_H/L/A/I/Y/A/Z_H/A/X/A/I/Y/U/M/ /A_A/N/M/I_I/X/A/C_H/ /S/I/N/N/A/N_G/G/A/L_L/A/I/Y/U/M/ /K/A/N_N/D/U/ /N/A_A/N/ /M/A_E_H/Y/A/N_G/K/I/N/E_E/N/ /SIL|SIL/ /N/A/V/I_I/N/A/ /I/L/L/A/M/A_A/X/I/Y/A/ /A/N/T_R/A/ /I/R_D/A/T_H/T_H/I/L/ /K/A_E_H/L/A/I/Y/A/Z_H/A/X/A/I/Y/U/M/ /A_A/N/M/I_I/X/A/C_H/ /S/I/N/N/A/N_G/G/A/L_L/A/I/Y/U/M/ /K/A/N_N/D/U/ /N/A_A/N/ /M/A_E_H/Y/A/N_G/K/I/N/E_E/N/ /SIL
Segment_22|SIL/ /T_H/A_E_H/N/ /M/U/N/ /V/A_A/Y/I/L/ /P/A/Z_H/A/M/A/I/Y/A_A/N/A/ /O/R/U/ /K/O_O/Y/I/L/I/L/ /N/U_U/T_R/T_R/A_A/N_N/D/U/X/A/L_L/A_A/X/A/ /U_I/R/U/N/D_H/U/V/A_E_H/R/U/M/ /N_C_H/A_A/F/A/X/A/C_H/ /S/I/N/N/A/M/ /P/O_O/N/D_H/R_R/U_I/R/U/N/D_H/A/D_D/U/ /SIL|SIL/ /T_H/A_E_H/N/ /M/U/N/ /V/A_A/Y/I/L/ /P/A/Z_H/A/M/A/I/Y/A_A/N/A/ /O/R/U/ /K/O_O/Y/I/L/I/L/ /N/U_U/T_R/T_R/A_A/N_N/D/U/X/A/L_L/A_A/X/A/ /U_I/R/U/N/D_H/U/V/A_E_H/R/U/M/ /N_C_H/A_A/F/A/X/A/C_H/ /S/I/N/N/A/M/ /P/O_O/N/D_H/R_R/U_I/R/U/N/D_H/A/D_D/U/ /SIL
Segment_23|SIL/ /T_H/O_O/T_T/T_T/A/T_H/T_H/I/L/U/L_L/L_L/A/ /O/R/U/ /S/I/R_R/I/Y/A/ /K/O_O/Y/I/L/ /P/U_I/L/A_E_H/N/G/A/L_L/U/K/K/U_I/ /A/P/P/A_A/R_R/P/A/T_T/T_T/A/ /A/R/U/V/A/ /N/I/L/A/I/K/K/U_I/ /A/R/P/P/A/N_N/I/K/K/A/P/ /P/A/T_T/T_T/A/D_D/A_A/X/A/ /U_I/R/U/N/D_H/A/D_D/U/ /SIL|SIL/ /T_H/O_O/T_T/T_T/A/T_H/T_H/I/L/U/L_L/L_L/A/ /O/R/U/ /S/I/R_R/I/Y/A/ /K/O_O/Y/I/L/ /P/U_I/L/A_E_H/N/G/A/L_L/U/K/K/U_I/ /A/P/P/A_A/R_R/P/A/T_T/T_T/A/ /A/R/U/V/A/ /N/I/L/A/I/K/K/U_I/ /A/R/P/P/A/N_N/I/K/K/A/P/ /P/A/T_T/T_T/A/D_D/A_A/X/A/ /U_I/R/U/N/D_H/A/D_D/U/ /SIL
Segment_24|SIL/ /M/A/K/K/A/L_L/ /K/U_I/Z_H/U/M/I/Y/U_I/R/U/N/D_H/A/ /A/N/D_H/A/C_H/ /S/A/F/A/I/Y/I/N/ /M/I_I/D_D/U/ /A/V/A_E_H/R/U/R_D/A/I/Y/A/ /V/A/N_N/A/K/K/A/M/A_A/N/A/ /K/A/M/B/U_I_I/R/A/M/ /K/A/N_N/N_N/U/K/K/U_I/P/ /P/U_I/L/A/P/P/A/R_D/A_A/D_D/A/ /O/R/U/ /M/E_E/R_R/P/O_O/R/V/A/I/Y/A/I/P/ /P/O_O/L/ /K/A/V/I/N/D_H/U_I/R/U/N/D_H/A/D_D/U/ /SIL|SIL/ /M/A/K/K/A/L_L/ /K/U_I/Z_H/U/M/I/Y/U_I/R/U/N/D_H/A/ /A/N/D_H/A/C_H/ /S/A/F/A/I/Y/I/N/ /M/I_I/D_D/U/ /A/V/A_E_H/R/U/R_D/A/I/Y/A/ /V/A/N_N/A/K/K/A/M/A_A/N/A/ /K/A/M/B/U_I_I/R/A/M/ /K/A/N_N/N_N/U/K/K/U_I/P/ /P/U_I/L/A/P/P/A/R_D/A_A/D_D/A/ /O/R/U/ /M/E_E/R_R/P/O_O/R/V/A/I/Y/A/I/P/ /P/O_O/L/ /K/A/V/I/N/D_H/U_I/R/U/N/D_H/A/D_D/U/ /SIL
